"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","HistoricalFile","CurrentFile","Line","HookKind","Command","Access","Handler","GuardList","OriginalEvidence","CurrentSourceLine","MatchQuality","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-K","PBK-0774","RB-02710","P10-F02710","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","656","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L656:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=656; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0775","RB-02711","P10-F02711","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","662","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L662:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=662; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0776","RB-02712","P10-F02712","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","668","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L668:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=668; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0777","RB-02713","P10-F02713","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","674","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L674:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=674; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0778","RB-02714","P10-F02714","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","680","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L680:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=680; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0779","RB-02715","P10-F02715","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","686","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L686:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=686; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0780","RB-02716","P10-F02716","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","692","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L692:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=692; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0781","RB-02717","P10-F02717","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","698","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L698:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=698; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0782","RB-02718","P10-F02718","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","704","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L704:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=704; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0783","RB-02719","P10-F02719","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","710","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L710:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=710; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0784","RB-02720","P10-F02720","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","716","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L716:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=716; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0785","RB-02721","P10-F02721","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","722","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L722:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=722; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0786","RB-02722","P10-F02722","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","728","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L728:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=728; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0787","RB-02723","P10-F02723","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","734","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L734:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=734; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
"POST-BATCH-K","PBK-0788","RB-02724","P10-F02724","P1","Ready","Runtime hooks","Static Gump Tool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","740","Gump","","","","AccessGuard;BoundsGuard;StateGuard","Gump:L740:from.SendGump(new OzThothsStaticOtherGump(from));; guards=AccessGuard;BoundsGuard;StateGuard","from.SendGump(new OzThothsStaticOtherGump(from));","RuntimeHookMapFileLineAfterPostBatchHPathMap","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs; Line=740; SourceLine=from.SendGump(new OzThothsStaticOtherGump(from));; PathResolution=PostBatchHMove:Data/Scripts/Custom/OzThothStaticGump->Data/Scripts/Custom/StaffTools/StaticGumpTool; MatchQuality=RuntimeHookMapFileLineAfterPostBatchHPathMap; HookKind=Gump; GuardList=AccessGuard;BoundsGuard;StateGuard; Access=; Command=; Handler=; DisabledEvidence=False; RuntimeHookMap=HookType=Gump;Marker=SendGump;Access=Internal;Risk=High;Guards=AccessGuard;BoundsGuard;StateGuard","No source change. Current source-derived guard/access evidence does not prove a narrow mechanical defect; preserve existing runtime behavior.","Reviewed against current source path/line evidence, runtime-hook-map and dependency-graph evidence where applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made; build/runtime proof was not required for this audit-only disposition.","POST-BATCH-K-01A","2026-06-14T12:29:33.8414388-05:00","HistoricalFile=Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs; Risk=Runtime; POST-BATCH-K is audit/runtime-surface triage only. No command names, gump button IDs, PlayerMobile fields, region policy, XML/config, save layout, or gameplay behavior changed."
