"DocPath","Title","Scope","CanonicalPage","CanonicalTarget","LegacySlug","Indexed","IndexCategory","IndexText","SourceTracePresent","CodeVerified","VerifiedSourceFiles","MissingSourceFiles","RuntimeHooksCovered","SerializationCovered","ProjectTruthCoverage","StaleClaims","MissingClaims","ExistingBacklogIds","GeneratedBacklogId","CoverageStatus"
"docs/wiki/Apiculture_Beekeeping.md","System Name: Apiculture (Beekeeping)","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Apiculture (Beekeeping)","Yes","False","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs;Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs;Data/Scripts/Trades/Apiculture/BeeHiveHelp.cs;Data/Scripts/Trades/Apiculture/beehivehelper.cs;Data/Scripts/Trades/Apiculture/Items/HiveTool.cs;Data/Scripts/Trades/Apiculture/Items/SmallWaxPot.cs;Data/Scripts/Trades/Apiculture/Items/LargeWaxPot.cs;Data/Scripts/Trades/Apiculture/Items/RawBeeswax.cs;Data/Scripts/Trades/Apiculture/Items/Slumgum.cs;Data/Scripts/Items/Misc/Beeswax.cs;Data/Scripts/Trades/Apiculture/WaxCrafting.cs;Data/Scripts/Trades/Apiculture/DefWaxCrafting.cs;Data/Scripts/Trades/Apiculture/Craft/CandleReligious.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleLong.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleShort.cs;Data/Scripts/Trades/Apiculture/Craft/JarsOfWax.cs;Data/Scripts/Trades/Apiculture/Craft/PaintCanvas.cs;Data/Scripts/Trades/Apiculture/Craft/WaxPaintings.cs;Data/Scripts/Trades/Apiculture/Craft/WaxSculptors.cs;Data/Scripts/Mobiles/Civilized/Vendors/Beekeeper.cs;Data/Scripts/Mobiles/Base/StoreSalesList.cs;Data/Scripts/Scripts.csproj","","Event;Gump;WorldSave","Server.Engines.Apiculture.apiBeeHive;Server.Engines.Apiculture.apiBeeHiveComponent;Server.Engines.Apiculture.apiBeeHiveDeed;Server.Engines.Apiculture.apiBeesComponent;Server.Items.apiLargeWaxPot;Server.Items.apiSmallWaxPot;Server.Items.Beeswax;Server.Items.CandleReligious;Server.Items.ColorCandleLong;Server.Items.ColorCandleShort;Server.Items.HiveTool;Server.Items.JarsOfWaxInstrument;Server.Items.JarsOfWaxLeather;Server.Items.JarsOfWaxMetal;Server.Items.PaintCanvas;Server.Items.RawBeeswax;Server.Items.Slumgum;Server.Items.WaxingPot;Server.Items.WaxPainting;Server.Items.WaxPaintingA;Server.Items.WaxPaintingB;Server.Items.WaxPaintingC;Server.Items.WaxPaintingD;Server.Items.WaxPaintingE;Server.Items.WaxPaintingF;Server.Items.WaxPaintingG;Server.Items.WaxSculptors;Server.Items.WaxSculptorsA;Server.Items.WaxSculptorsB;Server.Items.WaxSculptorsC;Server.Items.WaxSculptorsD;Server.Items.WaxSculptorsE;Server.Mobiles.Beekeeper","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs=Keep;Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs=Keep;Data/Scripts/Trades/Apiculture/BeeHiveHelp.cs=Keep;Data/Scripts/Trades/Apiculture/beehivehelper.cs=Keep;Data/Scripts/Trades/Apiculture/Items/HiveTool.cs=Keep;Data/Scripts/Trades/Apiculture/Items/SmallWaxPot.cs=Keep;Data/Scripts/Trades/Apiculture/Items/LargeWaxPot.cs=Keep;Data/Scripts/Trades/Apiculture/Items/RawBeeswax.cs=Keep;Data/Scripts/Trades/Apiculture/Items/Slumgum.cs=Keep;Data/Scripts/Items/Misc/Beeswax.cs=Keep;Data/Scripts/Trades/Apiculture/WaxCrafting.cs=Keep;Data/Scripts/Trades/Apiculture/DefWaxCrafting.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/CandleReligious.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/ColorCandleLong.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/ColorCandleShort.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/JarsOfWax.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/PaintCanvas.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/WaxPaintings.cs=Keep;Data/Scripts/Trades/Apiculture/Craft/WaxSculptors.cs=Keep;Data/Scripts/Mobiles/Civilized/Vendors/Beekeeper.cs=Keep;Data/Scripts/Mobiles/Base/StoreSalesList.cs=Keep","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","","","DOC-0005","Partial"
"docs/wiki/auditautomationprompt.md","Wiki Audit Automation Prompt","WikiSupport","Support","","True","False","","","No","False","","","","","","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","","","DOC-0006","Support"
"docs/wiki/Auto_Sheath.md","Auto Sheath","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Auto Sheath","No","False","Data/Scripts/System/Commands/Player/AutoSheatheWeapon.cs","","Command;Event;Initialize","","Data/Scripts/System/Commands/Player/AutoSheatheWeapon.cs=Keep","","Missing Source Trace section.","","DOC-0007","NeedsBacklog"
"docs/wiki/Banker_Speech_Commands.md","NPC Banker Speech Commands","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Banker Speech Commands","No","False","Data/Scripts/Mobiles/Civilized/Vendors/Banker.cs;Data/Scripts/Mobiles/Civilized/Vendors/GypsyBanker.cs;Data/Scripts/Items/Misc/BankCheck.cs;Data/System/Source/Items/Containers.cs;Data/System/Source/Mobile.cs;Data/Scripts/System/Misc/ContextMenu.cs","","Event;Gump;Movement;Speech;Timer;WorldLoad","Server.Items.BankBox;Server.Items.BankCheck;Server.Mobile;Server.Mobiles.Banker;Server.Mobiles.GypsyBanker","Data/Scripts/Mobiles/Civilized/Vendors/Banker.cs=Keep;Data/Scripts/Mobiles/Civilized/Vendors/GypsyBanker.cs=Keep;Data/Scripts/Items/Misc/BankCheck.cs=Keep;Data/Scripts/System/Misc/ContextMenu.cs=Keep","","Missing Source Trace section.","WIKI-0013","","Backlogged"
"docs/wiki/Barbaric_Play_Style.md","Barbaric Play Style","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Barbaric Play Style","No","False","Data/Scripts/System/Commands/Player/PlayBarbaric.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/Items/Special/BarbaricSatchel.cs;Data/Scripts/System/Misc/Players.cs;Data/System/Source/Skills.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/Mobiles/Base/PlayerSettings.cs;Data/Scripts/Scripts.csproj","","Command;Event;Gump;Initialize;Login;Logout;Speech;Timer","Server.Items.BarbaricSatchel;Server.Mobiles.PlayerMobile;Server.Skill;Server.Skills","Data/Scripts/System/Commands/Player/PlayBarbaric.cs=Keep;Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep;Data/Scripts/Items/Special/BarbaricSatchel.cs=Keep;Data/Scripts/System/Misc/Players.cs=Keep;Data/Scripts/Mobiles/Base/PlayerMobile.cs=Keep;Data/Scripts/Mobiles/Base/PlayerSettings.cs=Keep","","Missing Source Trace section.","","DOC-0008","NeedsBacklog"
"docs/wiki/Bard_Song_Magic.md","Bard Song Magic","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Bard Song Magic","No","False","Data/Scripts/Magic/Bard/Spells/","","","","","","Missing Source Trace section.","","DOC-0009","NeedsBacklog"
"docs/wiki/Base_Spell_Framework.md","Base Spell Framework","WikiPage","Canonical","","False","True","Technical And Engine Reference","Base Spell Framework","No","False","Data/Scripts/Magic/Base/Spell.cs;Data/Scripts/Magic/Base/SpellInfo.cs;Data/Scripts/Magic/Base/SpellRegistry.cs;Data/Scripts/Magic/Base/Initializer.cs;Data/Scripts/Magic/Base/SpellHelper.cs;Data/Scripts/Magic/Base/SpellState.cs;Data/Scripts/Magic/Base/DisturbType.cs;Data/Scripts/Magic/Base/SpellCircle.cs;Data/Scripts/Magic/Base/Reagent.cs;Data/Scripts/Magic/Base/SpecialMove.cs;Data/Scripts/Magic/Base/UnsummonTimer.cs;Data/Scripts/Magic/Base/SpellBooks.cs","","Initialize;Timer","Server.Items.MyElementalSpellbook;Server.Items.MyNecromancerSpellbook;Server.Items.MyNinjabook;Server.Items.MyPaladinbook;Server.Items.MySamuraibook;Server.Items.MySongbook;Server.Items.MySpellbook","Data/Scripts/Magic/Base/Spell.cs=Keep;Data/Scripts/Magic/Base/SpellInfo.cs=Keep;Data/Scripts/Magic/Base/SpellRegistry.cs=Keep;Data/Scripts/Magic/Base/Initializer.cs=Keep;Data/Scripts/Magic/Base/SpellHelper.cs=Keep;Data/Scripts/Magic/Base/SpellState.cs=Keep;Data/Scripts/Magic/Base/DisturbType.cs=Keep;Data/Scripts/Magic/Base/SpellCircle.cs=Keep;Data/Scripts/Magic/Base/Reagent.cs=Keep;Data/Scripts/Magic/Base/SpecialMove.cs=Keep;Data/Scripts/Magic/Base/UnsummonTimer.cs=Keep;Data/Scripts/Magic/Base/SpellBooks.cs=Keep","","Missing Source Trace section.","","DOC-0010","NeedsBacklog"
"docs/wiki/Boat_Core_Mechanics.md","Boat Core Mechanics","WikiPage","Canonical","","False","True","Technical And Engine Reference","Boat Core Mechanics","No","False","Data/Scripts/Items/Boats/BaseBoat.cs","","Event;Gump;Initialize;Speech;Timer;WorldSave","Server.Multis.BaseBoat","Data/Scripts/Items/Boats/BaseBoat.cs=Keep","","Missing Source Trace section.","","DOC-0011","NeedsBacklog"
"docs/wiki/boat-navigation-control.md","Boat Navigation Control","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Boat Navigation Control","No","True","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs;Data/Scripts/Items/Boats/BaseBoat.cs;Data/Scripts/Items/Boats/Plank.cs","","Command;Event;Gump;Initialize;Speech;Timer;WorldSave","Server.Items.Plank;Server.Multis.BaseBoat","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs=Keep;Data/Scripts/Items/Boats/BaseBoat.cs=Keep;Data/Scripts/Items/Boats/Plank.cs=Keep","","Missing Source Trace section.","","DOC-0012","NeedsBacklog"
"docs/wiki/bond-info-command.md","System Name: Bond Info Command","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Bond Info Command","No","True","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0013","NeedsBacklog"
"docs/wiki/Book_Publisher.md","Book Publisher","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Book Publisher","No","False","Data/Scripts/Custom/Book Publisher [2.0]/Publisher.cs;Data/Scripts/Custom/Book Publisher [2.0]/PublishedBook.cs;Data/Scripts/Custom/Book Publisher [2.0]/XmlBook.cs;Data/Scripts/Custom/Book Publisher [2.0]/SBPublisher.cs;Data/Scripts/Custom/Book Publisher [2.0]/BookBuyInfo.cs","","Speech","Server.Items.PublishedBook;Server.Mobiles.Publisher","Data/Scripts/Custom/Book Publisher [2.0]/Publisher.cs=Keep;Data/Scripts/Custom/Book Publisher [2.0]/PublishedBook.cs=Keep;Data/Scripts/Custom/Book Publisher [2.0]/XmlBook.cs=Keep;Data/Scripts/Custom/Book Publisher [2.0]/SBPublisher.cs=Keep;Data/Scripts/Custom/Book Publisher [2.0]/BookBuyInfo.cs=Keep","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0014","NeedsBacklog"
"docs/wiki/Bulk_Order_System.md","Bulk Order System","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Bulk Order System","No","True","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0015","NeedsBacklog"
"docs/wiki/Bushido.md","Bushido","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Bushido","No","False","Data/Scripts/Magic/Bushido/","","","","","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0016","NeedsBacklog"
"docs/wiki/Champion_Spawns.md","Champion Spawns","WikiPage","Canonical","","False","True","World And Gameplay Systems","Champion Spawns","No","False","","","","","","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0017","NeedsBacklog"
"docs/wiki/Change_Season_Command.md","Change Season Command","WikiPage","Canonical","","False","True","Staff And Administration","Change Season Command","No","True","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0018","NeedsBacklog"
"docs/wiki/Character_Level_Recon_Report.md","Character Level Recon Report","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Character Level Recon Report","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0019","NeedsBacklog"
"docs/wiki/Character_Swap.md","Character Swap","WikiPage","Canonical","","False","True","Staff And Administration","Character Swap","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0020","NeedsBacklog"
"docs/wiki/Chat_System.md","Chat System","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Chat System","No","False","Data/Scripts/System/Chat","","","","","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0021","NeedsBacklog"
"docs/wiki/Clear_Deck_Command.md","Clear Deck Command","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Clear Deck Command","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0022","NeedsBacklog"
"docs/wiki/Clone_Offline_Player_Characters.md","System Name: Clone Offline Player Characters","WikiPage","Canonical","","False","True","Technical And Engine Reference","Clone Offline Player Characters","No","True","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneOfflinePlayerCharacters.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneThings.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CheckClonesCommand.cs;Data/Scripts/Scripts.csproj;Data/Scripts/System/Skills/Stealing.cs;Data/Scripts/System/Misc/Logs.cs;Data/Scripts/Mobiles/Base/Behavior.cs;Data/Scripts/Custom/NPC Control/CloneCommands.cs;Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs","","Command;Event;Gump;Initialize;Login;Logout;Speech;Timer;WorldLoad","Server.Commands.CloneItem;Server.Commands.ControlItem;Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone;Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone;Server.Custom.Confictura.CloneOfflinePlayerCharacters.EtherealMountClone;Server.Custom.Confictura.CloneOfflinePlayerCharacters.MountClone;Server.HeldLight;Server.TransferItem;Unknown","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneOfflinePlayerCharacters.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneThings.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs=Keep;Data/Scripts/Custom/CloneOfflinePlayerCharacters/CheckClonesCommand.cs=Keep;Data/Scripts/System/Skills/Stealing.cs=Keep;Data/Scripts/System/Misc/Logs.cs=Keep;Data/Scripts/Mobiles/Base/Behavior.cs=Keep;Data/Scripts/Custom/NPC Control/CloneCommands.cs=Keep;Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs=Keep","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0023","NeedsBacklog"
