"BatchId","ReviewRowId","BacklogId","ReadinessRowId","SourceId","PreviousPostAuditBatch","PreviousReviewRowId","Category","System","Files","SchemaReference","ReferenceKind","QueueLine","CurrentSourceLine","ParserEvidence","SourceFileExists","DocumentedContract","MissingDefaultBehavior","ReloadAssumption","InvalidInputBehavior","Decision","ReviewClass","Action","Verification","SourceEvidence","ReviewedAt","Notes"
"POST-BATCH-S","PBS-0053","RB-06441","PBN-0278","P10-F06441","POST-BATCH-F","PBF-180","XML/config schemas","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","myrunuodb_{0}_{1}.txt","PathOrPattern","23355","23434","Data/Scripts/System/Obsolete/Obsolete.cs:L23434:String.Format(""myrunuodb_{0}_{1}.txt"", type, i)","Yes","Current source declares or uses 'myrunuodb_{0}_{1}.txt' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'myrunuodb_{0}_{1}.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:myrunuodb_{0}_{1}.txt; Data/Scripts/System/Obsolete/Obsolete.cs:L23355:String.Format(""myrunuodb_{0}_{1}.txt"", type, i); POST-BATCH-S CurrentSource=Data/Scripts/System/Obsolete/Obsolete.cs:L23434:String.Format(""myrunuodb_{0}_{1}.txt"", type, i); POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0278; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0054","RB-06442","PBN-0279","P10-F06442","POST-BATCH-F","PBF-181","XML/config schemas","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","myrunuodb_{0}.txt","PathOrPattern","23340","23419","Data/Scripts/System/Obsolete/Obsolete.cs:L23419:filePath = Path.Combine(Core.BaseDirectory, String.Format(""myrunuodb_{0}.txt"", type))","Yes","Current source declares or uses 'myrunuodb_{0}.txt' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'myrunuodb_{0}.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:myrunuodb_{0}.txt; Data/Scripts/System/Obsolete/Obsolete.cs:L23340:filePath = Path.Combine(Core.BaseDirectory, String.Format(""myrunuodb_{0}.txt"", type)); POST-BATCH-S CurrentSource=Data/Scripts/System/Obsolete/Obsolete.cs:L23419:filePath = Path.Combine(Core.BaseDirectory, String.Format(""myrunuodb_{0}.txt"", type)); POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0279; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0055","RB-06443","PBN-0280","P10-F06443","POST-BATCH-F","PBF-182","XML/config schemas","Regions","Data/Scripts/System/Misc/Reporting.cs","reportHistory.xml","XmlOrXmlPath","6184","6184","Data/Scripts/System/Misc/Reporting.cs:L6184:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");","Yes","Current source references 'reportHistory.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'reportHistory.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:reportHistory.xml; Data/Scripts/System/Misc/Reporting.cs:L6184:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Reporting.cs:L6184:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0280; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0056","RB-06444","PBN-0281","P10-F06444","POST-BATCH-F","PBF-183","XML/config schemas","Regions","Data/Scripts/System/Misc/Reporting.cs","reportHistory.xml","XmlOrXmlPath","6194","6194","Data/Scripts/System/Misc/Reporting.cs:L6194:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");","Yes","Current source references 'reportHistory.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'reportHistory.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:reportHistory.xml; Data/Scripts/System/Misc/Reporting.cs:L6194:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Reporting.cs:L6194:string path = Path.Combine(Core.BaseDirectory, ""reportHistory.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0281; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0057","RB-06445","PBN-0282","P10-F06445","POST-BATCH-F","PBF-184","XML/config schemas","Regions","Data/Scripts/System/Misc/Reporting.cs","staffHistory.xml","XmlOrXmlPath","6322","6322","Data/Scripts/System/Misc/Reporting.cs:L6322:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");","Yes","Current source references 'staffHistory.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'staffHistory.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:staffHistory.xml; Data/Scripts/System/Misc/Reporting.cs:L6322:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Reporting.cs:L6322:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0282; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0058","RB-06446","PBN-0283","P10-F06446","POST-BATCH-F","PBF-185","XML/config schemas","Regions","Data/Scripts/System/Misc/Reporting.cs","staffHistory.xml","XmlOrXmlPath","6333","6333","Data/Scripts/System/Misc/Reporting.cs:L6333:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");","Yes","Current source references 'staffHistory.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'staffHistory.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Regions->DataFile:staffHistory.xml; Data/Scripts/System/Misc/Reporting.cs:L6333:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Reporting.cs:L6333:string path = Path.Combine(Core.BaseDirectory, ""staffHistory.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0283; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0059","RB-06447","PBN-0284","P10-F06447","POST-BATCH-F","PBF-186","XML/config schemas","ServerCore","Data/System/Source/ScriptCompiler.cs","Data/System/CFG/Assemblies.cfg","PathOrPattern","52","52","Data/System/Source/ScriptCompiler.cs:L52:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/Assemblies.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/Assemblies.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; ServerCore->DataFile:Data/System/CFG/Assemblies.cfg; Data/System/Source/ScriptCompiler.cs:L52:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");; POST-BATCH-S CurrentSource=Data/System/Source/ScriptCompiler.cs:L52:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0284; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0060","RB-06448","PBN-0285","P10-F06448","POST-BATCH-F","PBF-187","XML/config schemas","ServerCore","Data/System/Source/Items/Container.cs","Data/System/CFG/containers.cfg","PathOrPattern","1862","1862","Data/System/Source/Items/Container.cs:L1862:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/containers.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/containers.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; ServerCore->DataFile:Data/System/CFG/containers.cfg; Data/System/Source/Items/Container.cs:L1862:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");; POST-BATCH-S CurrentSource=Data/System/Source/Items/Container.cs:L1862:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0285; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0061","RB-06449","PBN-0286","P10-F06449","POST-BATCH-F","PBF-188","XML/config schemas","ServerCore","Data/System/Source/Items/Container.cs","Warning: double ItemID entry in containers.cfg","DiagnosticString","1918","1918","Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""","Yes","Queue extraction captured diagnostic text 'Warning: double ItemID entry in containers.cfg', not a config/data path; document as a schema-path false positive and keep the surrounding parser evidence intact.","Not applicable: the referenced value is diagnostic text rather than a config/data path.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid-input evidence is the diagnostic string at current source line: Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""","FalsePositive","DiagnosticStringNotSchemaPath","Classified diagnostic string 'Warning: double ItemID entry in containers.cfg' as not being a schema/data path; no source/config change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; ServerCore->DataFile:Warning: double ItemID entry in containers.cfg; Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""; POST-BATCH-S CurrentSource=Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""; POST-BATCH-S direct schema review=DiagnosticStringNotSchemaPath","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0286; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0062","RB-06635","PBN-0287","P10-F06635","POST-BATCH-F","PBF-374","XML/config schemas","ServerCore","Data/System/Source/Body.cs","Data/System/CFG/body.cfg","ExistenceGate","44","44","Data/System/Source/Body.cs:L44:if (File.Exists(""Data/System/CFG/body.cfg""))","Yes","Current source checks existence of 'Data/System/CFG/body.cfg' before load/use; missing/default behavior is documented from the current gate without changing it.","Existence gate is source-verifiable at the cited line; existing missing-file behavior is preserved.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","ExistenceGateSchemaSurface","Documented schema/parser/data-contract evidence for 'Data/System/CFG/body.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/body.cfg; L44; Evidence=if (File.Exists(""Data/System/CFG/body.cfg"")); POST-BATCH-S CurrentSource=Data/System/Source/Body.cs:L44:if (File.Exists(""Data/System/CFG/body.cfg"")); POST-BATCH-S direct schema review=ExistenceGateSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0287; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0063","RB-06636","PBN-0288","P10-F06636","POST-BATCH-F","PBF-375","XML/config schemas","ServerCore","Data/System/Source/Body.cs","Data/System/CFG/body.cfg","TextConfigRead","46","46","Data/System/Source/Body.cs:L46:using (StreamReader ip = new StreamReader(""Data/System/CFG/body.cfg""))","Yes","Current source reads 'Data/System/CFG/body.cfg' as a text/config input at the cited parser line; token/default behavior remains defined by the surrounding parser source.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid line/token handling remains source-owned by the current parser; no parser behavior changed.","Documented","TextConfigReadSurface","Documented schema/parser/data-contract evidence for 'Data/System/CFG/body.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/body.cfg; L46; Evidence=using (StreamReader ip = new StreamReader(""Data/System/CFG/body.cfg"")); POST-BATCH-S CurrentSource=Data/System/Source/Body.cs:L46:using (StreamReader ip = new StreamReader(""Data/System/CFG/body.cfg"")); POST-BATCH-S direct schema review=TextConfigReadSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0288; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0064","RB-06637","PBN-0289","P10-F06637","POST-BATCH-F","PBF-376","XML/config schemas","ServerCore","Data/System/Source/Region.cs","Data/System/XML/Regions.xml","XmlOrXmlPath","923","923","Data/System/Source/Region.cs:L923:if (!System.IO.File.Exists(""Data/System/XML/Regions.xml""))","Yes","Current source references 'Data/System/XML/Regions.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'Data/System/XML/Regions.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/XML/Regions.xml; L923; Evidence=if (!System.IO.File.Exists(""Data/System/XML/Regions.xml"")); POST-BATCH-S CurrentSource=Data/System/Source/Region.cs:L923:if (!System.IO.File.Exists(""Data/System/XML/Regions.xml"")); POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0289; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0065","RB-06638","PBN-0290","P10-F06638","POST-BATCH-F","PBF-377","XML/config schemas","ServerCore","Data/System/Source/Region.cs","Data/System/XML/Regions.xml","XmlOrXmlPath","932","932","Data/System/Source/Region.cs:L932:doc.Load(System.IO.Path.Combine(Core.BaseDirectory, ""Data/System/XML/Regions.xml""));","Yes","Current source references 'Data/System/XML/Regions.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'Data/System/XML/Regions.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/XML/Regions.xml; L932; Evidence=doc.Load(System.IO.Path.Combine(Core.BaseDirectory, ""Data/System/XML/Regions.xml""));; POST-BATCH-S CurrentSource=Data/System/Source/Region.cs:L932:doc.Load(System.IO.Path.Combine(Core.BaseDirectory, ""Data/System/XML/Regions.xml""));; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0290; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0066","RB-06639","PBN-0291","P10-F06639","POST-BATCH-F","PBF-378","XML/config schemas","ServerCore","Data/System/Source/Region.cs","Could not find root element 'ServerRegions' in Regions.xml","DiagnosticString","938","938","Data/System/Source/Region.cs:L938:Console.WriteLine(""Could not find root element 'ServerRegions' in Regions.xml"");","Yes","Queue extraction captured diagnostic text 'Could not find root element 'ServerRegions' in Regions.xml', not a config/data path; document as a schema-path false positive and keep the surrounding parser evidence intact.","Not applicable: the referenced value is diagnostic text rather than a config/data path.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid-input evidence is the diagnostic string at current source line: Data/System/Source/Region.cs:L938:Console.WriteLine(""Could not find root element 'ServerRegions' in Regions.xml"");","FalsePositive","DiagnosticStringNotSchemaPath","Classified diagnostic string 'Could not find root element 'ServerRegions' in Regions.xml' as not being a schema/data path; no source/config change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Could not find root element 'ServerRegions' in Regions.xml; L938; Evidence=Console.WriteLine(""Could not find root element 'ServerRegions' in Regions.xml"");; POST-BATCH-S CurrentSource=Data/System/Source/Region.cs:L938:Console.WriteLine(""Could not find root element 'ServerRegions' in Regions.xml"");; POST-BATCH-S direct schema review=DiagnosticStringNotSchemaPath","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0291; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0067","RB-06640","PBN-0292","P10-F06640","POST-BATCH-F","PBF-379","XML/config schemas","ServerCore","Data/System/Source/Region.cs","Invalid region type '{0}' in regions.xml","DiagnosticString","968","968","Data/System/Source/Region.cs:L968:Console.WriteLine(""Invalid region type '{0}' in regions.xml"", type.FullName);","Yes","Queue extraction captured diagnostic text 'Invalid region type '{0}' in regions.xml', not a config/data path; document as a schema-path false positive and keep the surrounding parser evidence intact.","Not applicable: the referenced value is diagnostic text rather than a config/data path.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid-input evidence is the diagnostic string at current source line: Data/System/Source/Region.cs:L968:Console.WriteLine(""Invalid region type '{0}' in regions.xml"", type.FullName);","FalsePositive","DiagnosticStringNotSchemaPath","Classified diagnostic string 'Invalid region type '{0}' in regions.xml' as not being a schema/data path; no source/config change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Invalid region type '{0}' in regions.xml; L968; Evidence=Console.WriteLine(""Invalid region type '{0}' in regions.xml"", type.FullName);; POST-BATCH-S CurrentSource=Data/System/Source/Region.cs:L968:Console.WriteLine(""Invalid region type '{0}' in regions.xml"", type.FullName);; POST-BATCH-S direct schema review=DiagnosticStringNotSchemaPath","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0292; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0068","RB-06641","PBN-0293","P10-F06641","POST-BATCH-F","PBF-380","XML/config schemas","ServerCore","Data/System/Source/ScriptCompiler.cs","Data/System/CFG/Assemblies.cfg","PathOrPattern","52","52","Data/System/Source/ScriptCompiler.cs:L52:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/Assemblies.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/Assemblies.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/Assemblies.cfg; L52; Evidence=string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");; POST-BATCH-S CurrentSource=Data/System/Source/ScriptCompiler.cs:L52:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/Assemblies.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0293; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0069","RB-06642","PBN-0294","P10-F06642","POST-BATCH-F","PBF-381","XML/config schemas","ServerCore","Data/System/Source/Items/Container.cs","Data/System/CFG/containers.cfg","PathOrPattern","1862","1862","Data/System/Source/Items/Container.cs:L1862:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/containers.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/containers.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/containers.cfg; L1862; Evidence=string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");; POST-BATCH-S CurrentSource=Data/System/Source/Items/Container.cs:L1862:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/containers.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0294; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0070","RB-06643","PBN-0295","P10-F06643","POST-BATCH-F","PBF-382","XML/config schemas","ServerCore","Data/System/Source/Items/Container.cs","Warning: double ItemID entry in containers.cfg","DiagnosticString","1918","1918","Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""","Yes","Queue extraction captured diagnostic text 'Warning: double ItemID entry in containers.cfg', not a config/data path; document as a schema-path false positive and keep the surrounding parser evidence intact.","Not applicable: the referenced value is diagnostic text rather than a config/data path.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid-input evidence is the diagnostic string at current source line: Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""","FalsePositive","DiagnosticStringNotSchemaPath","Classified diagnostic string 'Warning: double ItemID entry in containers.cfg' as not being a schema/data path; no source/config change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Warning: double ItemID entry in containers.cfg; L1918; Evidence=@""Warning: double ItemID entry in containers.cfg""; POST-BATCH-S CurrentSource=Data/System/Source/Items/Container.cs:L1918:@""Warning: double ItemID entry in containers.cfg""; POST-BATCH-S direct schema review=DiagnosticStringNotSchemaPath","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0295; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
