"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","HistoricalFile","CurrentFile","Line","CurrentSourceLine","PostBatchLReviewRowId","PostBatchLCommandParseQuality","PostBatchLDecision","ParsedCommand","ParsedAccess","ParsedHandler","ReviewClass","ResolvedCommand","ResolvedAccess","ResolvedHandler","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-M","PBM-0011","RB-04639","P10-F04639","P2","Ready","Command access","Regions","Data/Scripts/System/Misc/Spawning.cs","Data/Scripts/System/Misc/Spawning.cs","5245","""pscount"",","PBL-0067","ParsedAccessOnly","QueuedSourceFollowUp","","Administrator","Clearall_OnCommand","DirectCommandAccessResolved","command","Administrator","Clearall_OnCommand","ReviewedNoChange","SourceReviewClass=DirectCommandAccessResolved; CurrentFile=Data/Scripts/System/Misc/Spawning.cs; QueuedLine=5245; QueuedSourceLine=""pscount"",; NearestRegistrationLine=5253; NearestRegistration=CommandSystem.Register(command, access, handler);; ResolvedCommand=command; ResolvedAccess=Administrator; ResolvedHandler=Clearall_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0012","RB-04645","P10-F04645","P2","Ready","Command access","Regions","Data/Scripts/System/Misc/Spawning.cs","Data/Scripts/System/Misc/Spawning.cs","7522","""Editor"",","PBL-0073","ParsedAccessOnly","QueuedSourceFollowUp","","GameMaster","SpawnEditor_OnCommand","DirectCommandAccessResolved","SpawnEditor","GameMaster","SpawnEditor_OnCommand","ReviewedNoChange","SourceReviewClass=DirectCommandAccessResolved; CurrentFile=Data/Scripts/System/Misc/Spawning.cs; QueuedLine=7522; QueuedSourceLine=""Editor"",; NearestRegistrationLine=7516; NearestRegistration=CommandSystem.Register( ""SpawnEditor"", AccessLevel.GameMaster, new CommandEventHandler(SpawnEditor_OnCommand) );; ResolvedCommand=SpawnEditor; ResolvedAccess=GameMaster; ResolvedHandler=SpawnEditor_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0013","RB-04652","P10-F04652","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","10788","","PBL-0074","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","FactionElection","GameMaster","FactionElection_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=10788; QueuedSourceLine=; NearestRegistrationLine=10823; NearestRegistration=CommandSystem.Register( ""FactionElection"", AccessLevel.GameMaster, new CommandEventHandler(FactionElection_OnCommand) );; ResolvedCommand=FactionElection; ResolvedAccess=GameMaster; ResolvedHandler=FactionElection_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 10823-10827."
"POST-BATCH-M","PBM-0014","RB-04653","P10-F04653","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","10793","if (pl == null || !pl.IsLeaving)","PBL-0075","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","FactionCommander","Administrator","FactionCommander_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=10793; QueuedSourceLine=if (pl == null || !pl.IsLeaving); NearestRegistrationLine=10823; NearestRegistration=CommandSystem.Register( ""FactionElection"", AccessLevel.GameMaster, new CommandEventHandler(FactionElection_OnCommand) );; ResolvedCommand=FactionCommander; ResolvedAccess=Administrator; ResolvedHandler=FactionCommander_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 10828-10832."
"POST-BATCH-M","PBM-0015","RB-04654","P10-F04654","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","10798","","PBL-0076","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","FactionItemReset","Administrator","FactionItemReset_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=10798; QueuedSourceLine=; NearestRegistrationLine=10823; NearestRegistration=CommandSystem.Register( ""FactionElection"", AccessLevel.GameMaster, new CommandEventHandler(FactionElection_OnCommand) );; ResolvedCommand=FactionItemReset; ResolvedAccess=Administrator; ResolvedHandler=FactionItemReset_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 10833-10837."
"POST-BATCH-M","PBM-0016","RB-04655","P10-F04655","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","10803","return true;","PBL-0077","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","FactionReset","Administrator","FactionReset_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=10803; QueuedSourceLine=return true;; NearestRegistrationLine=10823; NearestRegistration=CommandSystem.Register( ""FactionElection"", AccessLevel.GameMaster, new CommandEventHandler(FactionElection_OnCommand) );; ResolvedCommand=FactionReset; ResolvedAccess=Administrator; ResolvedHandler=FactionReset_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 10838-10842."
"POST-BATCH-M","PBM-0017","RB-04656","P10-F04656","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","10808","EventSink.Login += new LoginEventHandler(EventSink_Login);","PBL-0078","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","FactionTownReset","Administrator","FactionTownReset_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=10808; QueuedSourceLine=EventSink.Login += new LoginEventHandler(EventSink_Login);; NearestRegistrationLine=10823; NearestRegistration=CommandSystem.Register( ""FactionElection"", AccessLevel.GameMaster, new CommandEventHandler(FactionElection_OnCommand) );; ResolvedCommand=FactionTownReset; ResolvedAccess=Administrator; ResolvedHandler=FactionTownReset_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 10843-10847."
"POST-BATCH-M","PBM-0018","RB-04657","P10-F04657","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","15391","}","PBL-0079","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","GenerateFactions","Administrator","GenerateFactions_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=15391; QueuedSourceLine=}; NearestRegistrationLine=0; NearestRegistration=No nearby CommandSystem.Register block at queued line; resolved through file-specific source review.; ResolvedCommand=GenerateFactions; ResolvedAccess=Administrator; ResolvedHandler=GenerateFactions_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 15432-15436."
"POST-BATCH-M","PBM-0019","RB-04658","P10-F04658","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","22791","","PBL-0080","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","UpdateMyRunUO","Administrator","UpdateMyRunUO_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=22791; QueuedSourceLine=; NearestRegistrationLine=0; NearestRegistration=No nearby CommandSystem.Register block at queued line; resolved through file-specific source review.; ResolvedCommand=UpdateMyRunUO; ResolvedAccess=Administrator; ResolvedHandler=UpdateMyRunUO_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 22867-22871."
"POST-BATCH-M","PBM-0020","RB-04659","P10-F04659","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","22797","{","PBL-0081","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","PublicChar","Player","PublicChar_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=22797; QueuedSourceLine={; NearestRegistrationLine=0; NearestRegistration=No nearby CommandSystem.Register block at queued line; resolved through file-specific source review.; ResolvedCommand=PublicChar; ResolvedAccess=Player; ResolvedHandler=PublicChar_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 22873-22877."
"POST-BATCH-M","PBM-0021","RB-04660","P10-F04660","P2","Ready","Command access","Regions","Data/Scripts/System/Obsolete/Obsolete.cs","Data/Scripts/System/Obsolete/Obsolete.cs","22802","get { return 19; }","PBL-0082","BlockOnly","QueuedSourceFollowUp","","","","IntentionalLegacyCommandSurface","PrivateChar","Player","PrivateChar_OnCommand","IntentionalLegacy","SourceReviewClass=IntentionalLegacyCommandSurface; CurrentFile=Data/Scripts/System/Obsolete/Obsolete.cs; QueuedLine=22802; QueuedSourceLine=get { return 19; }; NearestRegistrationLine=0; NearestRegistration=No nearby CommandSystem.Register block at queued line; resolved through file-specific source review.; ResolvedCommand=PrivateChar; ResolvedAccess=Player; ResolvedHandler=PrivateChar_OnCommand","No source change. This is a live legacy/obsolete compatibility command surface with explicit current access, retained until a separate legacy removal policy exists.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","Legacy Obsolete.cs command registration reviewed at lines 22878-22882."
