2673,3202,0,The Sea Giant Belt,3023,blue,7
2679,3188,0,Grand Metal Crafters of Lodor,3016,blue,7
2700,3197,0,Arena,3025,blue,7
2716,3197,0,The Sunken Pirate Inn,2996,blue,7
2740,3197,0,Port of Dusk,7976,blue,7
2795,2262,0,Village of Islegem,7977,blue,7
2815,2219,0,Islegem Healing Hut,2987,blue,7
2817,2209,0,Ingots of Power,3016,blue,7
2818,2263,0,The Alehouse of Islegem,3012,blue,7
2830,2224,0,Elven Pouch,3019,blue,7
2830,2241,0,Skin Off The Dragon's Back,3025,blue,7
2835,2197,0,Village of Islegem,7976,blue,7
2843,2221,0,The Thief Bane Bank,3084,blue,7
2843,2249,0,The Quivering Quiver,3022,blue,7
2859,1377,0,City of Elidor,7977,blue,7
2863,2247,0,Village of Islegem,7977,blue,7
2870,1378,0,The Elven Crafters,2992,blue,7
2885,1106,0,Quickling Stables,3000,blue,7
2889,1271,0,Elven Cloaks,2981,blue,7
2889,1280,0,Tick Tock,2983,blue,7
2889,1344,0,Elidor Mill,3023,blue,7
2889,1364,0,Elidor Healers,2987,blue,7
2890,1319,0,The Dark Arts,2989,blue,7
2898,1369,0,Cakes of Lodor,2980,blue,7
2901,1270,0,The Pumpkin Patch,3024,blue,7
2903,1398,0,The Armored Elf,3008,blue,7
2911,1279,0,The Ogre's Bane,3007,blue,7
2912,1324,0,Brews of Magic,3014,blue,7
2916,1398,0,Singers of Elidor,3004,blue,7
2918,1270,0,Magical Garden of Lodor,3014,blue,7
2919,1369,0,The Honey Hole,3026,blue,7
2927,1299,0,Jaded Ice,3025,blue,7
2927,1301,0,Vile Colors,3024,blue,7
2928,1270,0,Arrows of Slaying,3006,blue,7
2929,1299,0,Colorful Shades,3025,blue,7
2931,1299,0,Rainbrow Bright,3025,blue,7
2932,1319,0,Illusionist Hall,2990,blue,7
2943,1342,0,Rings and Things,3010,blue,7
2943,1349,0,The Deer and Bear,3023,blue,7
2944,1270,0,The Steel Cage Bank,3084,blue,7
2945,1251,0,Steel Shapers,3015,blue,7
2946,1228,0,City of Elidor,7977,blue,7
2946,1289,0,Elidor Merchant Circle,3019,blue,7
2950,1369,0,Elidor Tomes,2966,blue,7
2950,1398,0,The Sea Giant Ships,2998,blue,7
2960,1324,0,the Dancing Sprite Inn,2996,blue,7
2964,1347,0,Ribs and Steaks,2985,blue,7
3633,410,0,Icy Magic,2989,blue,7
3633,431,0,The Frozen Treat,2979,blue,7
3634,406,0,Pierced Polar Bear,3021,blue,7
3639,387,0,Hard Cold Steel,3016,blue,7
3649,387,0,Walrus Steaks,2986,blue,7
3652,338,0,Town of Glacial Hills,7976,blue,7
3663,419,0,Tundra Lodges,3025,blue,7
3663,441,0,The Summer Garden,3013,blue,7
3671,452,0,The Cool Touch,2988,blue,7
3672,413,0,Skinned Wolves,3024,blue,7
3672,431,0,Snowy Supplies,3020,blue,7
3683,387,0,The Frozen Chest,3084,blue,7
3689,400,0,Tundra Animal Pen,2999,blue,7
3689,418,0,Ice Cold Ale,3011,blue,7
3700,432,0,Gadgets & Gremlins,2984,blue,7
3701,387,0,A Wonderful Tune,3004,blue,7
3705,403,0,The Wax Maker,3026,blue,7
3705,441,0,Ice Mountain Gems,3009,blue,7
3712,279,0,Iceberg Ship Company,2998,blue,7
3716,387,0,Angry Bear Inn,2996,blue,7
3721,394,0,The Timber Wood,2991,blue,7
3721,411,0,The Snuggly Scarf,2981,blue,7
3721,422,0,The Frosty Shield,3007,blue,7
4176,1403,0,Village of Springvale,7976,blue,7
4178,1426,0,Springvale Dresses,2981,blue,7
4178,1481,0,Ready Yourself,3019,blue,7
4185,1482,0,Stone Arrow Head,3022,blue,7
4185,1490,0,Village of Springvale,7977,blue,7
4186,1430,0,Tick Tock Gears,2984,blue,7
4187,1454,0,Medicinal House,2988,blue,7
4201,1454,0,The Irons of War,3008,blue,7
4206,1430,0,Springvale Library,2966,blue,7
4216,2993,0,The Hightree Tavern,3011,blue,7
4218,2999,0,Greensky Village,7976,blue,7
4220,1468,0,Springvale Builders,2991,blue,7
4222,2973,0,Tree Stump Safe,3084,blue,7
4224,1454,0,Wizards of Spring Magic,2990,blue,7
4226,2993,0,Mystical Jungle,2990,blue,7
4229,1482,0,Springvale Animal Shelter,3000,blue,7
4244,2969,0,Treetop Supplies,3019,blue,7
4251,1496,0,Village of Springvale,7976,blue,7
4253,1450,0,The Dragon's Jewels,3009,blue,7
4253,1466,0,The Tough Leather,3023,blue,7
4257,1430,0,Springtime Kitchen,2980,blue,7
4269,1451,0,Sprinvale Vaults,3084,blue,7
4272,1482,0,Dark Storm Inn,2996,blue,7
4283,1467,0,Dark Storm Inn,2995,blue,7
4301,1480,0,Village of Springvale,7977,blue,7
5201,66,0,Dragon Pens,3025,blue,7
5214,1283,0,Mountain Top Bank,3083,blue,7
5220,1242,0,Weary Camper Tavern,3011,blue,7
5233,1215,0,The Church of Explorers,2987,blue,7
5249,1240,0,Exploring Supplies,3019,blue,7
5576,1917,0,Lodoria Catacombs,3026,blue,7
6032,1487,0,Lodoria Sewers,3023,blue,7
6880,216,0,The Secret Bard Bank,3084,blue,7
6884,178,0,Kylearan's Tower,brass,blue,7
6887,142,0,Skara Brae Guard House,3007,blue,7
6890,271,0,Harkyn's Castle,brass,blue,7
6898,206,0,The Secret Bard Bank,3083,blue,7
6898,225,0,The Scarlet Bard,3011,blue,7
6906,151,0,Garth's Equipment Shoppe,3007,blue,7
6920,194,0,The Soup Kitchen,2979,blue,7
6921,136,0,Town of Skara Brae,3026,blue,7
6923,166,0,The Skara Brae Stables,2999,blue,7
6923,225,0,Roscoe's Energy Emporium,2989,blue,7
6923,248,0,the Skarrow Head,3005,blue,7
6923,274,0,Wooden Craft Shoppe,2991,blue,7
6923,307,0,Town of Skara Brae,3025,blue,7
6941,198,0,Mad God's Temple,3072,blue,7
6942,156,0,The Supplied One,3020,blue,7
6942,222,0,The Jewel of Brae,3010,blue,7
6944,183,0,The Catacombs,3026,blue,7
6951,226,0,The Thirsty Bard,3003,blue,7
6956,239,0,Skara Brae Merchants,3082,blue,7
6956,289,0,Merlin Mixture Makings,3014,blue,7
6964,222,0,The Needle In The Eye,2982,blue,7
6965,187,0,Thief Temple,2987,blue,7
6965,225,0,The Gray Dragon Hide,3025,blue,7
6971,222,0,Clockwork Void,2984,blue,7
6981,230,0,Skara Brae Merchants,3081,blue,7
6984,162,0,Mangar's Tower,brass,blue,7
6995,198,0,The Buzz In Town,3140,blue,7
7002,207,0,Keepers of the Magic,2990,blue,7
7016,244,0,The Adventurers' Guild,2996,blue,7
7043,209,0,Town of Skara Brae,3026,blue,7
