6766,1816,1,The Hunter's Guild,3022,blue,7
6768,1688,1,Reaper Arrows,3006,blue,7
6770,1624,1,The Woodside Inn,2996,blue,7
6773,1704,1,A Piece of Kuldar,3042,blue,7
6776,1714,1,Kuldar's Caring Hand,2987,blue,7
6776,1832,1,The Seaside Flour Mill,3024,blue,7
6776,1850,1,The Serpent's Ship,2997,blue,7
6784,1676,1,The Enchanted Wand,2990,blue,7
6784,1690,1,The Turtle Shell,3007,blue,7
6796,1730,1,The Sweet Dreams Inn,2996,blue,7
6801,1632,1,The Jade Dojo,3026,blue,7
6801,1680,1,The Goblin's Garden,3024,blue,7
6804,1766,1,The Wizard Whiskey,3013,blue,7
6811,1656,1,Northside Stables,3000,blue,7
